id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50,VAR_51,VAR_52,VAR_53,VAR_54,VAR_55,VAR_56,VAR_57,VAR_58,VAR_59,VAR_60,VAR_61,VAR_62,VAR_63,VAR_64,VAR_65,VAR_66,VAR_67,VAR_68,VAR_69,VAR_70,VAR_71,VAR_72,VAR_73,VAR_74,VAR_75,VAR_76,VAR_77,VAR_78
3100,201412,1,4.0,0.0,0.0,0.0,,2849.0,49.99,25.98,1000.0,,79.95,,,,,,,21.0,8.0,12,188.0,21.0,,,0.0,,125.0,0.0,,1000.0,,0.133832912727673,13.0,25.98,79.95,,,49.99,,0.0,,,,0.0,,,,,,,,,,1000.0,,,49,,,0.079926420595367,,,,1,370.12,,,,,,,79.0,,,,,,
3101,201412,1,0.0,0.0,0.0,0.0,132.7,665.0,69.99,121.94,2282.77,,84.98,,211.17,596.0,180.94,,4429.24,,0.0,8,,0.0,,250.0,0.0,350.0,,0.0,6.0,4091.74,0.0,0.133832912727673,0.0,121.94,169.96,0.0,6.0,69.99,271.0,0.0,0.0,6.0,,0.0,272.36,6.0,,6.0,29.4,490.13,165.0,180.94,4524.46,5522.72,392.21,490.13,57,249.0,153.79,0.319424920164188,0.0,,221.7125,1,813.08,,-117.0,0.0,,3.3,0.0,49.0,0.0,0.0,490.13,322.93,,0.0
3103,201411,1,120.0,1.0,1.0,1.0,34.97,1239.0,,,600.0,350.0,,189.0,,1237.0,,0.0,1700.0,,0.0,12,,0.0,86.07,34.97,3.0,885.0,341.0,5.0,48.0,1200.0,0.0,0.133832912727673,0.0,,,5.18,48.0,,,8.0,5.18,48.0,11.0,12.0,,48.0,0.0,26.0,7.77,129.44,337.0,,2900.0,1100.0,129.44,129.44,40,34.0,287.52,-0.133343746407103,2.59,,129.44,0,,18.0,-135.0,25.0,409.65,6.03,6.0,482.0,6.0,10.0,647.2,236.89,56.2,10.0
3109,201412,1,4.0,0.0,0.0,0.0,,318.0,36.93,24.99,600.0,,38.18,,,294.0,28.8,,600.0,,0.0,12,,0.0,,,0.0,182.0,322.0,0.0,22.0,1200.0,,0.090634138151029,0.0,49.98,267.26,8.22,22.0,366.38,,0.0,,22.0,,0.0,,22.0,,-9.0,,137.04,294.0,144.0,600.0,1200.0,137.04,137.04,60,,,0.357323965312407,,,,1,645.67,,-512.0,-9.0,,,2.0,3.0,2.0,2.0,,,,2.0
3112,201412,0,8.0,0.0,0.0,0.0,133.93,3008.0,50.57,,1000.0,514.0,13.99,419.0,135.05,,24.38,123.0,1000.0,91.0,42.0,10,1304.0,48.0,117.84,620.92,12.0,,936.0,12.0,,3000.0,,0.133832912727673,6.0,,69.99,,,353.99,535.0,12.0,,,29.0,12.0,538.84,,29.97,,,,,121.96,,1000.0,,,54,568.0,281.64,0.219380082347677,,1672.0,,0,,31.0,,,538.2,,,102.0,,,,350.96,18.64,
3118,201412,0,0.0,0.0,0.0,0.0,,573.0,,,600.0,,,,76.2,,,,,,0.0,7,,0.0,,,0.0,,,0.0,,600.0,,0.090634138151029,0.0,,,,,,280.0,0.0,,,,0.0,395.9,,,,,,,,,600.0,,,21,,88.78,-0.690749137734589,,,,1,,,,,,,,545.0,,,,0.0,,
3124,201412,0,16.0,0.0,0.0,0.0,,1205.0,,,1000.0,,,480.0,,917.0,,0.0,1430.67,,0.0,12,,0.0,,,5.0,539.0,1056.0,6.0,-3.0,1000.0,0.0,0.133832912727673,0.0,,,,-3.0,,,5.0,,-3.0,8.0,9.0,,11.0,0.0,-7.0,,248.04,494.0,,1621.4,1000.0,248.04,,41,,,-0.133343746407103,,,248.04,0,,,-112.0,-7.0,,,0.0,1205.0,0.0,0.0,,,,0.0
3129,201412,0,120.0,3.0,1.0,1.0,181.77,1094.0,,,1000.0,63.0,,169.0,,343.0,,,1000.0,,0.0,12,,0.0,14.93,1272.39,0.0,5.0,15.0,0.0,8.0,2600.0,,0.133832912727673,0.0,,,0.0,8.0,,,9.0,7.7,8.0,4.0,12.0,,8.0,,8.0,0.0,192.26,343.0,,2000.0,1000.0,192.26,192.26,43,991.0,50.18,-0.059298901120992,0.0,,192.26,0,3393.39,5.0,-22.0,8.0,74.65,,0.0,370.0,0.0,0.0,384.52,231.26,11.23,0.0
3132,201412,0,,,,,,432256.0,,,2607.67,,,,,756.0,,80.0,4607.67,265.0,62.0,12,6105.0,64.0,,,0.0,444.0,,0.0,19.0,2607.67,0.0,0.133832912727673,2.0,,,24.6,19.0,,,0.0,24.6,19.0,,0.0,,19.0,0.0,19.0,8.2,409.94,444.0,,6000.0,2607.67,409.94,409.94,59,,,0.357323965312407,16.4,2090.0,409.94,1,,,-77.0,19.0,,0.0,2.0,1888.0,2.0,2.0,1229.82,,,2.0
3134,201412,1,0.0,0.0,0.0,0.0,176.31,393.0,258.43,397.89,1563.29,,217.92,,,60.0,175.94,,,,0.0,12,,0.0,,260.0,0.0,0.0,,0.0,0.0,2163.29,,0.090634138151029,0.0,619.83,217.92,,0.0,380.91,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,60.0,175.94,,1863.29,,90.58,36,258.0,,-0.231735369185606,,,,1,444.89,,,,,,0.0,22.0,0.0,0.0,,,,0.0
3137,201412,0,6.0,0.0,0.0,0.0,85.17,565.0,,,2000.0,,323.34,,63.05,326.0,,,2000.0,,0.0,10,,0.0,,230.34,0.0,24.0,410.0,0.0,-1.0,3000.0,,0.090634138151029,0.0,,851.69,,-1.0,,159.0,0.0,,-1.0,,0.0,160.36,-1.0,,-1.0,,224.8,326.0,,2000.0,2000.0,224.8,224.8,30,228.0,,-0.411786729965823,,,224.8,1,2.71,,-46.0,-1.0,,,0.0,100.0,0.0,0.0,,,,0.0
3145,201412,1,0.0,0.0,0.0,0.0,,637.0,,,1200.0,,,,19.99,553.0,,,1400.0,,0.0,10,,0.0,,,0.0,428.0,,0.0,-7.0,1200.0,0.0,0.133832912727673,0.0,,,0.0,-7.0,,39.0,0.0,0.0,-1.0,,0.0,39.99,-1.0,,-7.0,0.0,106.18,237.0,,600.0,1800.0,106.18,106.18,52,,53.77,0.156301087833759,,,53.91,1,1760.04,,-601.0,-7.0,,0.0,0.0,636.0,0.0,0.0,212.36,53.77,,0.0
3146,201411,0,6.0,0.0,0.0,0.0,42.06,340.0,21.6,24.99,1467.62,,,,,,55.25,,1792.48,,0.0,12,,0.0,,294.42,0.0,,305.0,0.0,,1467.62,,0.090634138151029,0.0,49.99,,,,151.2,,0.0,,,,0.0,,,,,,,,214.41,,1467.62,,,38,199.0,,-0.231735369185606,,,,1,2846.24,,,,,,,70.0,,,,,,
3153,201412,0,4.0,0.0,0.0,0.0,,803.0,,,1000.0,226.0,,,26.63,,,,1000.0,,0.0,6,,0.0,113.36,,0.0,,695.0,0.0,,1000.0,,0.133832912727673,0.0,,,,,,214.0,2.0,,,,3.0,266.3,,,,,,,,,1000.0,,,50,,242.53,0.156301087833759,,,,1,,4.0,,,226.73,,,617.0,,,,331.78,0.0,
3167,201411,1,21.0,0.0,0.0,0.0,49.99,477.0,,39.98,619.63,,,,,98.0,39.99,,619.63,,0.0,6,,0.0,,184.98,0.0,18.0,29.0,0.0,-5.0,1489.26,,0.090634138151029,0.0,79.97,,,-5.0,,,0.0,,-5.0,,0.0,,-5.0,,-5.0,0.0,,98.0,39.99,250.0,869.63,,132.86,22,184.0,,-0.690749137734589,,,,1,871.4,,-32.0,,,,0.0,72.0,0.0,0.0,,,,0.0
3175,201411,0,51.0,0.0,0.0,1.0,514.18,1133.0,119.74,132.8,3000.0,1123.0,39.98,104.0,74.91,65.0,187.7,,6000.0,,0.0,12,,0.0,269.18,1478.68,0.0,56.0,927.0,1.0,-23.0,15000.0,,0.133832912727673,0.0,394.34,279.86,,-23.0,440.74,406.0,9.0,,-23.0,3.0,12.0,408.89,-23.0,,-23.0,0.0,,65.0,878.67,,6000.0,,504.24,66,1390.0,499.76,0.534878115446101,,,,0,796.54,33.0,-77.0,,1265.94,,0.0,-13.0,0.0,0.0,,1687.02,138.45,0.0
3181,201412,0,0.0,0.0,0.0,0.0,,274.0,82.11,,1000.0,,66.28,,,,39.58,,1700.0,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.090634138151029,0.0,,208.77,,,200.87,,0.0,,,,0.0,,,,,,,,39.58,,1000.0,,,51,,,0.156301087833759,,,,1,2063.66,,,,,,,92.0,,,,,,
3182,201411,0,0.0,0.0,0.0,0.0,,209.0,71.62,163.45,1177.56,,34.97,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,2355.12,,0.0571981886428283,0.0,527.89,69.94,,,335.39,,0.0,,,,0.0,,,,,,,,,,1177.56,,,42,,,-0.0737564789495467,,,,1,230.21,,,,,,,28.0,,,,,,
3210,201411,0,0.0,0.0,0.0,0.0,199.24,3258.0,89.96,68.64,1000.0,953.0,,758.0,138.66,,124.16,202.0,64.88,126.0,40.0,12,2865.0,54.0,301.15,533.79,10.0,,,11.0,,1000.0,26.0,0.133832912727673,14.0,237.93,,,,179.95,271.0,11.0,,,24.0,12.0,277.38,,1167.6,,,,,399.92,,1000.0,,,32,531.0,418.56,-0.354107585360257,,1672.0,,0,290.07,26.0,,,958.43,,,35.0,,,,553.98,0.0,
3220,201411,0,20.0,0.0,0.0,0.0,,,,,1500.0,,,,,95.0,,,1500.0,,0.0,12,,0.0,,,0.0,0.0,38.0,0.0,3.0,1500.0,,0.133832912727673,0.0,,,,3.0,,,0.0,0.0,3.0,,0.0,,3.0,,3.0,4.09,,95.0,,1009.0,2509.0,,204.51,62,,,0.357323965312407,,,,1,2534.0,,-32.0,,,,0.0,,0.0,0.0,204.51,,,0.0
3221,201412,0,4.0,0.0,0.0,0.0,98.77,1222.0,37.58,14.79,1600.0,876.0,1.99,642.0,,822.0,,,1405.29,,0.0,12,,0.0,220.4,471.87,2.0,445.0,789.0,4.0,,1600.0,0.0,0.133832912727673,0.0,73.97,1.99,,,187.91,,12.0,,12.0,12.0,12.0,,12.0,,,,,822.0,,4215.87,1600.0,,,42,387.0,301.27,-0.0737564789495467,,,,0,1796.49,27.0,-14.0,,1027.61,10.7,0.0,56.0,0.0,0.0,,293.78,147.64,0.0
3223,201411,1,0.0,0.0,0.0,0.0,,314.0,81.34,62.47,1000.0,,,,,,35.32,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.090634138151029,0.0,408.59,,,,281.93,,0.0,,,,0.0,,,,,,,,105.97,,1000.0,,,35,,,-0.30845333657335,,,,1,488.39,,,,,,,-74.0,,,,,,
3235,201411,0,6.0,0.0,0.0,0.0,,2450.0,,,1400.0,188.0,,127.0,,567.0,,24.0,,29.0,24.0,12,526.0,28.0,41.09,,6.0,329.0,584.0,7.0,-13.0,1400.0,0.0,0.133832912727673,4.0,,,,-68.0,,,2.0,,-5.0,5.0,3.0,,-5.0,0.0,,,,567.0,,,2400.0,170.15,,57,,221.03,0.319424920164188,0.0,836.0,170.15,1,4400.0,14.0,-740.0,,287.63,0.0,0.0,782.0,0.0,0.0,,181.9,97.66,0.0
3239,201412,0,,,,,,3243.0,,,1653.59,,,,,1550.0,,74.0,3453.59,107.0,51.0,12,3276.0,58.0,,,5.0,1183.0,,5.0,28.0,1653.59,2.0,0.133832912727673,7.0,,,12.4,28.0,,,0.0,18.6,28.0,,0.0,,28.0,0.0,28.0,18.6,310.08,402.0,,6136.25,1653.59,310.08,310.08,50,,,0.156301087833759,18.6,1254.0,310.08,1,,,-115.0,28.0,,5.93,7.0,1434.0,7.0,7.0,930.24,,,7.0
3243,201412,0,95.0,11.0,1.0,1.0,,1206.0,47.51,85.42,995.86,379.0,32.0,107.0,,,,,,,0.0,12,,0.0,79.95,,3.0,,690.0,4.0,,995.86,,0.133832912727673,0.0,474.32,64.0,,,335.57,,5.0,,,4.0,8.0,,,,,,,,,,995.86,,,33,,143.3,-0.354107585360257,,,,0,619.77,39.0,,,456.78,,,-71.0,,,,1824.13,72.95,
3268,201411,0,4.0,0.0,0.0,0.0,16.38,454.0,,,3000.0,,,,121.83,351.0,,,3000.0,,0.0,9,,0.0,,131.04,0.0,7.0,439.0,0.0,-5.0,3000.0,,0.090634138151029,0.0,,,0.0,-5.0,,627.0,2.0,,-5.0,,3.0,974.64,-5.0,,-5.0,,444.2,351.0,,6000.0,3000.0,444.2,444.2,64,85.0,,0.534878115446101,,,444.2,0,,,-158.0,-7.0,,,0.0,454.0,0.0,0.0,,,,0.0
3274,201411,0,0.0,0.0,0.0,0.0,62.37,426.0,40.45,32.99,374.0,,54.85,,,,122.05,,900.0,,0.0,5,,0.0,,444.96,0.0,,,0.0,,1122.0,,0.090634138151029,0.0,98.97,550.3,,,222.78,,0.0,,,,0.0,,,,,,,,650.26,,374.0,,,34,302.0,,-0.30845333657335,,,,1,228.68,,,,,,,53.0,,,,,,
3278,201412,0,0.0,0.0,0.0,0.0,,714.0,,,1000.0,178.0,,,40.43,398.0,,,2000.0,,0.0,12,,0.0,25.49,,0.0,34.0,,0.0,2.0,1000.0,,0.133832912727673,0.0,,,4.19,1.0,,194.0,0.0,0.0,2.0,,0.0,283.01,2.0,,0.0,0.0,209.58,398.0,,2000.0,1000.0,209.58,209.58,55,,138.71,0.219380082347677,0.0,,209.58,1,,7.0,-5.0,0.0,178.46,,0.0,563.0,0.0,0.0,209.58,138.71,0.0,0.0
3294,201411,1,6.0,0.0,0.0,0.0,16.67,583.0,,17.99,962.98,,43.32,,20.87,,,,833.6,,0.0,12,,0.0,,166.72,0.0,,178.0,0.0,,3055.66,,0.133832912727673,0.0,89.99,89.98,,,,104.0,0.0,,,,0.0,104.38,,,,,,,,166.72,1129.7,,,29,166.0,0.0,-0.411786729965823,,,,1,968.05,,,,,,,51.0,,,,69.91,,
3297,201411,1,58.0,0.0,0.0,8.0,85.02,2630.0,,103.74,1500.0,669.0,49.5,586.0,183.77,,49.98,228.0,,136.0,32.0,12,2290.0,38.0,215.56,461.45,10.0,,293.0,12.0,,4500.0,36.0,0.133832912727673,6.0,577.68,190.91,,,,574.0,9.0,,,27.0,12.0,604.0,,429.85,,,,,189.95,,1500.0,,,45,361.0,423.8,-0.0304781166421273,,2508.0,,0,1003.88,30.0,,,719.13,,,-80.0,,,,594.64,42.32,
3312,201412,1,0.0,0.0,0.0,0.0,,228.0,47.47,51.98,1000.0,,32.65,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,3000.0,,0.0571981886428283,0.0,155.94,97.95,,,189.91,,0.0,,,,0.0,,,,,,,,,,1000.0,,,36,,,-0.231735369185606,,,,1,457.45,,,,,,,61.0,,,,,,
3313,201412,1,41.0,0.0,0.0,1.0,,691.0,,5.98,2000.0,,24.99,,49.48,,15.99,,,,0.0,12,,0.0,,,0.0,,273.0,0.0,,2000.0,,0.133832912727673,0.0,5.98,99.98,,,,168.0,0.0,,,,0.0,195.95,,,,,,,31.99,,2000.0,,,37,,148.57,-0.231735369185606,,,,1,4050.06,,,,,,,10.0,,,,217.25,,
3342,201411,1,13.0,0.0,0.0,0.0,46.06,398.0,88.01,,1000.0,,39.25,,,124.0,64.94,,1000.0,,0.0,6,,0.0,,230.33,0.0,1.0,263.0,0.0,10.0,1000.0,,0.090634138151029,0.0,,256.93,,10.0,456.29,,0.0,0.0,10.0,,0.0,,10.0,,10.0,3.55,177.51,124.0,214.92,500.0,1500.0,,177.51,50,230.0,,0.156301087833759,,,,1,0.0,,-5.0,-3.0,,,0.0,9.0,0.0,0.0,177.51,,,0.0
3361,201412,1,5.0,0.0,0.0,0.0,214.34,4532.0,136.76,27.28,3000.0,1540.0,89.86,1489.0,209.35,1035.0,112.03,21.0,5800.0,180.0,65.0,12,8295.0,83.0,358.7,1093.74,12.0,738.0,62.0,12.0,8.0,3000.0,14.0,0.133832912727673,18.0,190.96,629.02,8.84,8.0,794.87,727.0,12.0,8.84,8.0,53.0,12.0,962.78,8.0,371.22,8.0,17.68,441.9,286.0,627.65,8148.36,6974.18,441.9,441.9,61,832.0,1107.14,0.357323965312407,8.67,418.0,433.38,0,2.68,64.0,-188.0,3.0,2098.75,17.34,0.0,-43.0,0.0,0.0,1767.6,1090.57,549.98,0.0
3363,201411,0,0.0,0.0,0.0,0.0,32.66,2795.0,15.99,10.58,500.0,785.0,108.77,662.0,74.77,,93.35,200.0,,124.0,44.0,5,1564.0,45.0,176.89,123.85,11.0,,,11.0,,500.0,24.0,0.133832912727673,1.0,74.06,1069.14,,,79.99,361.0,12.0,,,37.0,12.0,536.87,,279.92,,,,,811.62,,500.0,,,52,92.0,590.74,0.156301087833759,,3344.0,,0,93.49,50.0,,,1148.29,,,-36.0,,,,613.74,355.57,
3368,201412,1,0.0,0.0,0.0,0.0,,803.0,,,1500.0,64.0,,,,450.0,,,3000.0,,0.0,12,,0.0,66.68,,0.0,170.0,,0.0,0.0,1500.0,,0.133832912727673,0.0,,,0.0,0.0,,,2.0,0.0,0.0,,3.0,,0.0,,0.0,,272.19,450.0,,3000.0,1500.0,272.19,272.19,60,,25.89,0.357323965312407,0.0,,272.19,0,,3.0,-308.0,0.0,66.68,0.0,0.0,757.0,0.0,0.0,1088.76,0.0,0.0,0.0
3378,201412,0,18.0,0.0,0.0,0.0,49.97,1813.0,,25.98,1033.78,199.0,,629.0,103.4,,95.63,127.0,,28.0,11.0,12,730.0,12.0,78.13,149.94,9.0,,799.0,12.0,,1033.78,29.0,0.133832912727673,1.0,51.96,,,,,251.0,10.0,,,27.0,12.0,288.96,,0.0,,,,,216.93,,1033.78,,,78,148.0,259.5,0.721630021341369,,418.0,,0,,5.0,,,200.92,,,30.0,,,,211.94,0.0,
3387,201412,0,0.0,0.0,0.0,0.0,,2008.0,,82.75,2000.0,,15.29,,,802.0,,240.0,5752.95,47.0,12.0,12,1287.0,13.0,,,0.0,757.0,,0.0,-120.0,4952.95,42.0,0.133832912727673,1.0,413.88,152.95,,-210.0,,,0.0,,-28.0,,0.0,,4.0,1619.54,-301.0,,238.78,473.0,,5800.0,3352.95,238.78,,27,,,-0.411786729965823,,418.0,238.78,1,1205.16,,-5353.0,-301.0,,0.0,0.0,20.0,0.0,0.0,,,,0.0
3390,201411,0,20.0,0.0,0.0,0.0,45.97,1113.0,18.26,13.19,1000.0,69.0,21.98,80.0,,,,,1000.0,,0.0,12,,0.0,23.32,45.97,0.0,,866.0,1.0,,1000.0,,0.133832912727673,0.0,65.96,33.97,,,146.08,,8.0,,,8.0,9.0,,,,,,,,,,1000.0,,,31,45.0,,-0.411786729965823,,,,0,502.19,3.0,,,69.98,,,61.0,,,,,0.0,
3392,201412,0,0.0,0.0,0.0,0.0,,239.0,62.66,61.53,300.0,,14.98,,,162.0,,,1300.0,,0.0,3,,0.0,,,0.0,9.0,,0.0,3.0,800.0,,0.0571981886428283,0.0,355.71,14.98,,3.0,313.39,,0.0,3.38,3.0,,0.0,,3.0,,3.0,0.0,168.92,162.0,,500.0,1800.0,,168.92,62,,,0.357323965312407,,,,1,1694.03,,-5.0,3.0,,,0.0,-17.0,0.0,0.0,168.92,,,0.0
3414,201411,0,0.0,0.0,0.0,0.0,,342.0,,79.67,700.0,,47.98,,,,77.51,,,,0.0,10,,0.0,,,0.0,,,0.0,,700.0,,0.090634138151029,0.0,324.34,95.96,,,,,0.0,,,,0.0,,,,,,,,323.14,,700.0,,,24,,,-0.411786729965823,,,,1,437.7,,,,,,,38.0,,,,,,
3419,201412,1,0.0,0.0,0.0,0.0,88.16,375.0,77.28,166.04,1300.0,,,,,220.0,73.31,,1559.98,,0.0,12,,0.0,,264.5,0.0,31.0,,0.0,9.0,2152.92,,0.090634138151029,0.0,402.1,,3.93,9.0,443.7,,0.0,3.93,9.0,,0.0,,9.0,,9.0,3.93,196.73,220.0,283.95,975.59,2535.57,196.73,196.73,29,264.0,,-0.411786729965823,,,,1,1447.38,,-41.0,9.0,,,0.0,22.0,0.0,0.0,393.46,,,0.0
3424,201411,0,0.0,0.0,0.0,0.0,,869.0,,,500.0,190.0,,,59.99,148.0,,,1500.0,,0.0,5,,0.0,50.38,,0.0,27.0,,0.0,1.0,500.0,,0.133832912727673,0.0,,,,1.0,,179.0,3.0,0.0,1.0,,4.0,179.99,1.0,,1.0,4.11,205.56,148.0,,500.0,1000.0,,205.56,23,,308.96,-0.411786729965823,,,,1,,7.0,-3.0,0.0,191.94,,0.0,676.0,0.0,0.0,205.56,159.18,0.0,0.0
3429,201411,1,15.0,0.0,0.0,0.0,100.0,713.0,37.72,81.96,1717.54,,28.97,,116.03,,,,811.68,,0.0,12,,0.0,,529.45,0.0,,125.0,0.0,,3435.08,3.0,0.133832912727673,0.0,409.81,144.88,,,150.9,481.0,0.0,,,,0.0,483.58,,,,,,,,41.51,1800.56,,,29,394.0,356.54,-0.411786729965823,,,,1,1196.63,,,,,,,84.0,,,,464.67,,
3447,201411,0,,,,,,,,,800.0,,,,,512.0,,,1650.0,,0.0,12,,0.0,,,0.0,362.0,,0.0,6.0,800.0,0.0,0.133832912727673,0.0,,,0.0,6.0,,,0.0,5.18,6.0,,0.0,,6.0,,5.0,0.0,100.6,364.0,,1450.0,800.0,93.39,129.44,62,,,0.357323965312407,0.0,,93.39,1,,,-1774.0,5.0,,0.0,0.0,,0.0,0.0,517.76,,,0.0
3467,201411,0,0.0,0.0,0.0,0.0,96.47,471.0,20.32,49.98,600.0,,80.46,,,,149.38,,,,0.0,12,,0.0,,326.91,0.0,,,0.0,,600.0,,0.090634138151029,0.0,249.97,325.92,,,60.96,,0.0,,,,0.0,,,,,,,,498.9,,600.0,,,31,324.0,,-0.411786729965823,,,,1,426.63,,,,,,,10.0,,,,,,
3475,201411,1,136.0,6.0,2.0,3.0,,2345.0,17.99,,600.0,229.0,,596.0,88.96,,20.98,55.0,,28.0,21.0,12,922.0,28.0,115.96,,8.0,,429.0,11.0,,1800.0,5.0,0.133832912727673,7.0,,,,,35.98,176.0,5.0,,,12.0,8.0,177.93,,0.0,,,,,41.97,,600.0,,,39,,242.0,-0.231735369185606,,,,0,890.0,6.0,,,231.93,,,206.0,,,,517.15,0.0,
3479,201412,1,38.0,0.0,0.0,2.0,,4827.0,,,3000.0,,,,,,126.0,,,77.0,25.0,12,3375.0,58.0,,,0.0,,137.0,0.0,,3000.0,,0.133832912727673,33.0,,,,,,,0.0,,,,0.0,,,,,,,,882.0,,3000.0,,,59,,,0.357323965312407,,,,1,310.0,,,,,,,291.0,,,,,,
3480,201411,0,4.0,0.0,0.0,0.0,117.96,4562.0,,,2000.0,2567.0,,1461.0,506.19,936.0,,344.0,4000.0,435.0,69.0,12,8417.0,90.0,704.82,589.83,9.0,565.0,438.0,10.0,2.0,2000.0,52.0,0.133832912727673,21.0,,,,2.0,,2325.0,11.0,0.0,2.0,56.0,11.0,2561.28,2.0,0.0,2.0,,259.0,376.0,,5000.0,3000.0,259.0,259.0,67,588.0,1736.93,0.648196909605187,,10868.0,259.0,0,,86.0,-64.0,1.0,3191.58,,0.0,514.0,0.0,0.0,259.0,1865.23,610.12,0.0
3483,201411,0,0.0,0.0,0.0,0.0,,908.0,,,1500.0,446.0,,,,725.0,,,7400.0,,0.0,6,,0.0,121.96,,0.0,503.0,,0.0,-2.0,1500.0,0.0,0.133832912727673,0.0,,,0.0,-2.0,,,4.0,0.0,0.0,,7.0,,0.0,,-2.0,,463.84,501.0,,4000.0,1500.0,463.84,,61,,,0.357323965312407,0.0,,463.84,0,,7.0,-347.0,-2.0,447.91,0.0,0.0,836.0,0.0,0.0,927.68,,0.0,0.0
3489,201411,1,14.0,0.0,0.0,0.0,49.38,3391.0,38.77,58.16,1500.0,1918.0,156.81,1074.0,272.55,,100.56,187.0,,179.0,56.0,12,4724.0,63.0,425.93,246.92,12.0,,217.0,12.0,,1500.0,29.0,0.133832912727673,7.0,203.91,690.66,,,193.87,1231.0,11.0,,,34.0,11.0,1395.15,,0.0,,,,,373.89,149.12,1500.0,,,40,245.0,1366.25,-0.133343746407103,,4180.0,,0,2440.67,60.0,,,1930.92,,,10.0,,,,1240.98,0.0,
3490,201411,0,0.0,0.0,0.0,0.0,62.43,1358.0,44.9,74.1,2000.0,1264.0,,832.0,121.26,914.0,87.47,19.0,8621.4,,0.0,12,,0.0,291.0,282.93,8.0,668.0,,9.0,5.0,8669.1,17.0,0.133832912727673,0.0,272.43,,,5.0,201.91,532.0,12.0,5.19,5.0,28.0,12.0,534.84,5.0,0.0,5.0,,259.69,367.0,289.96,9948.58,4763.36,259.69,259.69,42,281.0,533.63,-0.0737564789495467,,,259.69,0,1421.43,47.0,,5.0,1274.59,,0.0,20.0,0.0,0.0,259.69,526.98,0.0,0.0
3494,201412,0,46.0,0.0,0.0,1.0,144.76,1286.0,51.76,109.66,1994.32,549.0,,456.0,84.51,,142.35,,,,0.0,12,,0.0,185.02,507.86,5.0,,549.0,7.0,,7942.74,,0.133832912727673,0.0,193.34,,,,362.32,400.0,9.0,,,20.0,11.0,591.57,,,,,,,938.91,,1994.32,,,49,506.0,313.33,0.079926420595367,,,,0,689.25,25.0,,,630.5,,,1.0,,,,535.09,77.49,
3505,201411,0,41.0,0.0,0.0,2.0,92.86,2833.0,40.49,15.99,300.0,712.0,129.07,570.0,61.14,,13.99,108.0,,129.0,33.0,6,2617.0,46.0,148.33,386.92,8.0,,5.0,12.0,,300.0,,0.133832912727673,13.0,79.99,490.75,,,125.99,193.0,10.0,,,37.0,11.0,195.95,,0.0,,,,,13.99,,300.0,,,51,383.0,518.63,0.156301087833759,,2508.0,,0,1174.79,28.0,,,717.76,,,4.0,,,,808.82,0.0,
3513,201412,0,21.0,0.0,0.0,0.0,35.77,1274.0,,,1576.83,350.0,,401.0,32.16,280.0,,,3435.1,,0.0,5,,0.0,75.59,178.9,4.0,194.0,996.0,6.0,-6.0,1576.83,,0.133832912727673,0.0,,,0.0,-6.0,,115.0,9.0,0.0,-6.0,8.0,12.0,116.9,-6.0,,-7.0,0.0,290.675,139.0,,1500.0,3076.83,205.56,375.79,58,177.0,411.69,0.357323965312407,,,,0,,13.0,-164.0,-9.0,351.97,,0.0,447.0,0.0,0.0,375.79,432.47,0.0,0.0
3523,201411,0,33.0,0.0,0.0,2.0,,1924.0,29.59,,1350.0,667.0,,219.0,90.36,955.0,105.56,81.0,2350.0,25.0,13.0,12,786.0,16.0,146.41,,8.0,589.0,982.0,11.0,4.0,1350.0,19.0,0.133832912727673,3.0,,,10.2,4.0,147.96,410.0,9.0,10.2,4.0,17.0,12.0,632.52,7.0,0.0,4.0,6.8,170.15,405.0,552.58,2767.01,2117.01,170.15,170.15,72,,485.9,0.721630021341369,3.4,1672.0,170.15,0,,18.0,-2.0,4.0,670.79,3.4,0.0,202.0,0.0,0.0,510.45,484.74,0.0,0.0
3533,201411,0,15.0,0.0,0.0,0.0,102.49,3595.0,,,500.0,178.0,15.49,211.0,36.01,246.0,,,500.0,4.0,4.0,3,91.0,5.0,55.9,709.49,1.0,99.0,922.0,3.0,1.0,500.0,,0.133832912727673,1.0,,30.99,3.46,1.0,,165.0,11.0,0.0,1.0,15.0,12.0,252.07,1.0,,0.0,,173.19,246.0,,500.0,1000.0,173.19,,40,479.0,241.79,-0.133343746407103,,,,0,,17.0,-7.0,0.0,236.61,,0.0,169.0,0.0,0.0,519.57,201.79,56.04,0.0
