id,safra,y,VAR_1,VAR_72,VAR_53,VAR_65,VAR_6,VAR_17,VAR_30,VAR_57,VAR_9,VAR_54,VAR_59,VAR_76,VAR_7,VAR_11,VAR_5,VAR_34,VAR_38,VAR_15,VAR_35,VAR_8,VAR_13,VAR_52,VAR_24,VAR_45,VAR_58,VAR_39,VAR_20,VAR_40,VAR_44,VAR_25,VAR_60,VAR_2,VAR_28,VAR_19
2905,201402,1,4.0,234.0,1392.16,1268.11,234.0,696.08,696.08,28,696.08,,,,7.99,,,,39.99,,,,,,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
2906,201407,0,0.0,,2000.0,,,,3100.0,60,1000.0,1000.0,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
2907,201406,0,0.0,45.0,4690.0,705.05,869.0,3380.0,2500.0,65,1500.0,3880.0,170.17,167.92,,,46.65,53.95,,,,26.97,55.78,,139.97,178.86,138.0,176.0,12,1.0,4.0,0.0,0.534878115446101,0.0,0.0,0.0
2909,201405,0,0.0,309.0,1247.33,,560.0,2500.74,1247.33,45,1247.33,1247.33,,,,,,,,39.99,,,35.68,79.98,,142.75,,142.0,12,0.0,0.0,0.0,-0.0304781166421273,0.0,0.0,0.0
2910,201401,0,82.0,24.0,2000.0,974.17,4659.0,,1000.0,57,1000.0,,504.46,945.63,74.8,53.32,149.06,136.94,398.55,57.76,159.97,59.63,91.62,104.5,443.13,381.82,442.0,340.0,12,8.0,11.0,5.0,0.319424920164188,0.0,9.0,65.0
2911,201401,0,0.0,130.0,2000.0,2206.15,4502.0,,1000.0,61,1000.0,,133.96,96.69,15.59,,,,109.13,,,,18.48,,,73.95,,73.0,12,6.0,7.0,0.0,0.357323965312407,0.0,0.0,27.0
2912,201402,0,51.0,407.0,2000.0,,752.0,,1000.0,48,1000.0,,309.23,362.52,,,40.38,,,,,,41.38,,201.94,206.91,201.0,206.0,9,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
2914,201406,1,4.0,4.0,2690.12,182.44,907.0,,5380.24,44,2690.12,2690.12,384.16,202.52,83.47,41.56,65.14,88.18,584.29,18.12,300.15,30.58,66.34,126.84,455.98,368.5,301.0,264.0,12,5.0,6.0,0.0,-0.059298901120992,0.0,0.0,0.0
2915,201405,0,9.0,35.0,300.0,616.39,580.0,,300.0,59,300.0,300.0,17.98,79.32,54.51,,25.51,65.94,233.19,,,21.98,25.89,,188.48,181.23,119.0,116.0,6,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
2916,201405,0,84.0,87.0,2360.0,762.37,2028.0,,2360.0,53,2360.0,4720.0,769.08,1632.41,46.75,148.62,85.95,,207.36,56.38,492.97,,33.32,281.93,429.89,210.88,425.0,160.0,12,9.0,11.0,11.0,0.219380082347677,0.0,12.0,15.0
2918,201406,0,0.0,40.0,1000.0,641.08,1981.0,300.0,2100.0,63,700.0,2400.0,161.35,60.48,41.23,,63.2,93.95,288.61,,,31.31,,,339.08,,246.0,,12,9.0,12.0,12.0,0.412255795406189,0.0,12.0,7.0
2919,201401,0,6.0,121.0,1400.0,727.39,121.0,1000.0,700.0,26,700.0,1000.0,,,,28.99,,,,,144.99,,,,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
2921,201406,0,0.0,-48.0,1000.0,70.16,387.0,,1000.0,42,1000.0,1000.0,,,27.7,85.34,50.98,401.02,221.6,77.35,156.08,69.62,,118.71,254.91,,254.0,,6,0.0,0.0,0.0,-0.0737564789495467,0.0,0.0,0.0
2924,201403,0,20.0,4.0,265.83,531.05,507.0,,,22,265.83,265.83,,,,105.81,130.73,328.93,,80.81,244.97,120.46,,204.96,292.64,,290.0,,3,0.0,0.0,0.0,-0.690749137734589,0.0,0.0,0.0
2925,201401,1,0.0,9.0,700.0,494.76,277.0,700.0,700.0,40,700.0,,,,56.78,58.77,,182.46,397.46,27.19,411.39,91.23,,27.19,,,,,12,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
2926,201406,0,21.0,121.0,1700.0,977.04,2091.0,1600.0,900.0,30,900.0,1700.0,,,,22.98,,,,,55.98,,23.98,,,95.95,,95.0,12,0.0,1.0,0.0,-0.411786729965823,0.0,0.0,1.0
2927,201406,1,77.0,47.0,1600.0,764.85,774.0,300.0,1000.0,28,1000.0,1000.0,181.0,1122.05,39.99,,,89.98,79.99,35.99,,22.49,21.98,35.99,,43.96,,43.0,10,1.0,3.0,0.0,-0.411786729965823,0.0,0.0,0.0
2928,201402,0,59.0,-8.0,2000.0,8530.92,2584.0,1000.0,1000.0,65,1000.0,2940.0,314.12,337.01,,35.99,33.98,240.54,,52.98,71.99,32.21,24.99,105.96,169.94,49.99,169.0,49.0,12,8.0,10.0,10.0,0.534878115446101,0.0,11.0,25.0
2929,201403,0,0.0,345.0,1500.0,,2522.0,500.0,1000.0,56,1000.0,1000.0,,,,,64.2,,,,,,,,449.4,,305.0,,12,3.0,4.0,3.0,0.242879678877368,0.0,3.0,18.0
2930,201406,0,51.0,57.0,800.0,144.59,1038.0,1400.0,800.0,29,800.0,2200.0,449.1,525.06,75.81,72.47,81.47,321.94,303.27,38.73,210.94,86.31,68.46,154.94,347.88,273.87,346.0,273.0,10,6.0,10.0,0.0,-0.411786729965823,0.0,0.0,0.0
2931,201404,0,11.0,125.0,3000.0,988.48,1007.0,2500.0,1000.0,25,1000.0,4000.0,167.67,134.31,111.59,78.46,12.99,,506.53,,235.4,,55.84,,25.99,431.22,25.0,276.0,10,8.0,9.0,0.0,-0.411786729965823,0.0,0.0,0.0
2932,201401,0,7.0,24.0,8820.56,1232.06,1062.0,6000.0,2910.28,56,2910.28,,125.19,154.64,25.59,49.98,,141.96,127.96,,149.95,28.39,31.93,,,127.74,,127.0,12,8.0,11.0,0.0,0.242879678877368,0.0,0.0,0.0
2933,201405,0,0.0,888.0,3064.83,,888.0,1500.0,1364.83,50,1364.83,1864.83,26.97,35.96,,,,,,,,,,,,,,,12,3.0,5.0,0.0,0.156301087833759,0.0,0.0,0.0
2934,201407,1,0.0,131.0,400.0,865.68,356.0,,400.0,23,400.0,400.0,,,107.86,,78.27,,755.02,,,,,,547.89,,355.0,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
2935,201405,0,18.0,131.0,2851.79,3816.31,3059.0,3749.82,1920.17,42,1244.21,1894.44,196.63,244.9,,27.18,79.16,,,44.07,135.9,,50.43,311.85,560.28,238.92,557.0,236.0,12,5.0,6.0,0.0,-0.0737564789495467,0.0,0.0,11.0
2936,201402,0,0.0,32.0,2000.0,2204.19,4589.0,700.0,1000.0,52,1000.0,,,,51.97,29.99,,153.95,259.89,,179.99,66.77,,,,,,,10,0.0,0.0,0.0,0.156301087833759,0.0,0.0,20.0
2937,201402,0,16.0,21.0,10918.0,375.51,1082.0,2000.0,2259.0,52,2259.0,5100.0,146.44,157.62,48.65,73.5,115.95,4.99,189.94,12.39,514.5,4.99,26.18,61.96,492.68,130.93,487.0,130.0,12,8.0,11.0,0.0,0.156301087833759,0.0,0.0,0.0
2938,201407,0,0.0,54.0,150.0,980.05,1205.0,,150.0,28,150.0,150.0,424.42,448.03,129.41,65.31,60.95,,905.87,36.96,395.21,,65.11,258.72,247.76,346.38,203.0,249.0,3,12.0,12.0,2.0,-0.411786729965823,0.0,3.0,0.0
2939,201409,0,21.0,77.0,,15.85,77.0,250.0,250.0,40,250.0,250.0,,,,46.05,,,,,322.35,,,,,,,,3,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
2940,201407,1,0.0,207.0,800.0,,699.0,,800.0,22,800.0,800.0,147.57,199.57,176.72,,141.03,,447.81,13.99,,,145.22,27.98,652.57,253.86,595.0,247.0,12,0.0,0.0,0.0,-0.690749137734589,0.0,0.0,0.0
2941,201409,1,26.0,66.0,1500.0,451.69,1396.0,800.0,1500.0,53,500.0,500.0,286.07,479.11,47.78,24.99,,266.56,477.8,34.98,49.99,66.64,53.47,109.95,,374.29,,259.0,12,6.0,12.0,7.0,0.219380082347677,0.0,10.0,0.0
2942,201409,0,0.0,3.0,,877.91,189.0,2200.0,2800.0,46,700.0,700.0,,,49.49,49.0,,663.78,98.99,,343.0,144.05,,,,,,,12,0.0,0.0,0.0,-0.016208722718011,0.0,0.0,0.0
2943,201402,1,179.0,-20.0,800.0,345.0,213.0,400.0,400.0,35,400.0,,,,52.23,19.99,,646.75,245.67,,19.99,213.82,,,,,,,10,0.0,0.0,0.0,-0.30845333657335,3.0,0.0,0.0
2944,201409,0,26.0,519.0,,,843.0,1000.0,2000.0,49,1000.0,5000.0,0.0,48.78,,,33.03,,,,,,40.64,,330.3,325.12,268.0,221.0,12,2.0,3.0,0.0,0.079926420595367,0.0,0.0,0.0
2945,201409,1,11.0,44.0,,605.9,416.0,1000.0,2000.0,34,1000.0,1000.0,,,113.22,23.39,53.26,106.95,346.92,45.97,116.97,49.23,,137.93,266.31,,266.0,,12,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
2948,201406,0,11.0,112.0,1000.0,702.21,550.0,,1000.0,64,1000.0,1000.0,,,21.59,39.99,40.61,,64.78,,79.99,,43.51,,324.88,217.55,215.0,217.0,6,0.0,0.0,0.0,0.534878115446101,0.0,0.0,0.0
2949,201407,1,92.0,68.0,1600.0,524.13,1761.0,300.0,1000.0,44,1000.0,1000.0,677.3,635.4,36.98,42.98,99.77,194.85,258.92,97.73,214.96,50.94,128.94,488.73,498.89,601.77,497.0,597.0,12,9.0,11.0,3.0,-0.059298901120992,2.0,8.0,5.0
2950,201401,0,0.0,-48.0,10000.0,,1218.0,13000.0,4000.0,68,2000.0,2000.0,113.77,147.24,,,13.99,696.89,,,,97.89,13.38,,69.98,66.94,69.0,66.0,12,11.0,12.0,3.0,0.648196909605187,0.0,4.0,0.0
2952,201401,1,82.0,208.0,1400.0,1052.07,208.0,700.0,700.0,41,700.0,,,,94.17,,,,659.19,,,,,,,,,,7,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
2953,201402,0,6.0,-21.0,5172.82,408.05,1829.0,2000.0,1200.0,67,1200.0,3590.94,182.16,154.41,20.65,,46.82,474.8,61.96,23.58,,59.35,46.84,117.94,207.94,177.93,150.0,134.0,12,8.0,10.0,7.0,0.648196909605187,0.0,9.0,8.0
2954,201406,0,16.0,173.0,3295.19,,173.0,2195.19,1000.0,57,1000.0,2500.0,,,,15.98,,,,,15.98,,,,,,,,12,0.0,0.0,0.0,0.319424920164188,0.0,0.0,0.0
2955,201405,0,24.0,12.0,1000.0,786.23,3270.0,1745.0,1000.0,31,1000.0,1000.0,422.0,1484.94,23.99,19.99,33.7,219.98,119.99,,119.99,43.99,,,235.92,,235.0,,12,3.0,7.0,6.0,-0.411786729965823,0.0,12.0,5.0
2957,201409,0,113.0,9.0,,672.88,1417.0,855.9,855.9,45,855.9,1711.8,179.42,1753.28,31.32,,,117.94,93.97,,,39.31,,,,,,,12,3.0,9.0,6.0,-0.0304781166421273,6.0,10.0,0.0
2958,201409,1,49.0,1.0,696.0,0.0,677.0,2484.95,1092.95,24,1092.95,1788.95,231.15,710.2,73.97,71.33,26.68,59.97,221.93,86.47,499.31,29.98,198.28,345.91,53.37,707.48,53.0,617.0,10,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
2959,201407,0,21.0,17.0,500.0,632.71,1709.0,,1700.0,44,500.0,500.0,735.14,720.33,60.64,42.48,70.28,88.37,153.96,,169.95,44.18,164.44,,491.96,571.95,343.0,570.0,6,4.0,7.0,8.0,-0.059298901120992,0.0,8.0,5.0
2960,201409,1,107.0,170.0,1582.0,126.12,3547.0,1402.0,1308.0,47,500.0,1158.0,200.93,966.62,35.48,27.49,68.28,,52.98,53.89,54.98,,97.64,195.62,232.36,304.89,231.0,300.0,6,7.0,11.0,0.0,0.079926420595367,1.0,0.0,14.0
2961,201403,1,,,1302.09,,,,900.0,31,900.0,1302.09,,,,,,,,,,,,,,,,,12,,,,-0.411786729965823,,,
2962,201401,1,154.0,17.0,1856.16,727.49,1115.0,928.08,928.08,21,928.08,,191.87,0.0,,,,324.97,,56.96,,64.99,,218.78,,,,,12,7.0,9.0,0.0,-0.690749137734589,3.0,1.0,0.0
2963,201402,0,0.0,-15.0,1500.0,754.01,349.0,,750.0,47,750.0,,,,35.82,19.99,37.09,84.98,290.38,18.0,39.99,12.14,,36.0,259.63,,183.0,,12,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
2964,201401,0,0.0,495.0,1300.0,,688.0,800.0,650.0,20,650.0,800.0,222.44,241.79,,,,,,,,,9.96,,,79.68,,53.0,12,0.0,0.0,0.0,-0.690749137734589,0.0,0.0,0.0
2965,201409,1,36.0,4.0,,309.7,832.0,2500.0,7500.0,43,2500.0,2500.0,399.54,423.36,,148.61,79.34,47.97,,105.67,565.38,23.98,67.29,595.29,456.18,355.7,385.0,277.0,12,3.0,4.0,0.0,-0.059298901120992,0.0,0.0,0.0
2966,201405,1,4.0,161.0,5000.0,1531.07,937.0,7500.0,5000.0,65,2500.0,10000.0,427.17,403.02,32.49,68.38,30.59,,129.98,,341.92,,,,30.59,,30.0,,12,3.0,5.0,0.0,0.534878115446101,0.0,0.0,0.0
2968,201409,0,59.0,26.0,2000.0,0.06,840.0,3700.0,1200.0,52,1200.0,3700.0,911.66,1013.01,67.48,122.38,250.96,133.95,134.96,,556.84,66.97,285.82,,676.94,956.0,675.0,955.0,6,2.0,4.0,0.0,0.156301087833759,0.0,0.0,0.0
2969,201408,1,20.0,11.0,500.0,7.19,220.0,,500.0,42,500.0,500.0,,,55.78,124.19,,,278.91,,739.9,,,,,,,,6,0.0,0.0,0.0,-0.0737564789495467,0.0,0.0,0.0
2971,201407,0,8.0,283.0,500.0,,4897.0,1000.0,500.0,33,500.0,500.0,,,,,,,,34.14,,,,238.98,,,,,4,3.0,5.0,7.0,-0.354107585360257,0.0,10.0,15.0
2972,201405,0,0.0,93.0,400.0,429.82,1541.0,,400.0,64,400.0,400.0,451.67,430.9,111.92,340.21,352.37,,209.9,88.97,689.78,,189.2,177.95,754.77,237.18,751.0,234.0,10,11.0,12.0,10.0,0.534878115446101,0.0,11.0,3.0
2973,201402,0,11.0,10.0,1800.0,0.0,519.0,1025.0,900.0,32,900.0,,,,23.33,41.66,70.83,698.74,69.99,19.99,166.68,99.82,,59.99,315.89,,314.0,,12,0.0,0.0,0.0,-0.354107585360257,0.0,0.0,0.0
2974,201401,1,166.0,24.0,800.0,403.13,171.0,400.0,400.0,28,400.0,,,,49.11,,,147.08,343.77,,,29.41,,,,,,,10,0.0,0.0,0.0,-0.411786729965823,3.0,0.0,0.0
2978,201407,0,44.0,89.0,1000.0,241.72,3967.0,1300.0,1000.0,41,1000.0,1000.0,,,46.3,65.95,,99.98,240.15,66.88,65.95,33.32,,217.61,,,,,12,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,15.0
2979,201409,0,,1371.0,850.0,,1509.0,2800.0,800.0,40,800.0,2150.0,,,,,,,,,,,,,,,,,10,0.0,0.0,6.0,-0.133343746407103,,7.0,1.0
2980,201404,0,55.0,43.0,520.0,168.25,1563.0,,520.0,48,520.0,520.0,621.6,640.69,,51.7,107.8,,,58.08,361.9,,94.96,322.58,461.94,474.84,422.0,473.0,6,11.0,12.0,12.0,0.079926420595367,0.0,12.0,2.0
2982,201401,0,0.0,480.0,500.0,,621.0,500.0,500.0,56,500.0,,85.6,8.99,,,,,,,,,31.92,,,223.44,,145.0,12,0.0,0.0,0.0,0.242879678877368,0.0,0.0,0.0
2983,201401,0,0.0,66.0,1836.34,1719.06,398.0,,918.17,35,918.17,,,,78.9,126.61,187.59,20.98,141.88,78.01,243.91,20.98,,780.1,465.85,,462.0,,6,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
2984,201406,0,50.0,2.0,400.0,336.64,258.0,1000.0,400.0,45,400.0,400.0,,,150.35,100.88,,563.52,789.8,50.74,603.89,46.96,,355.18,,,,,6,0.0,0.0,0.0,-0.0304781166421273,0.0,0.0,0.0
2985,201406,0,16.0,1.0,2900.0,189.0,931.0,2800.0,1500.0,46,1500.0,6180.0,224.78,159.77,61.27,55.28,143.74,317.91,378.88,31.3,110.56,155.2,23.98,77.96,387.83,71.96,382.0,71.0,12,4.0,6.0,0.0,-0.016208722718011,0.0,0.0,0.0
2986,201403,0,0.0,57.0,800.0,812.51,182.0,1500.0,1800.0,53,800.0,800.0,,,39.98,25.52,,754.72,39.98,,178.64,220.92,,,,,,,12,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
2988,201405,0,54.0,71.0,1400.0,708.06,1391.0,1200.0,1800.0,64,800.0,800.0,,,81.49,31.68,38.43,,370.84,,221.76,,12.56,,269.01,87.94,181.0,87.0,10,0.0,0.0,6.0,0.534878115446101,0.0,8.0,0.0
2989,201408,0,4.0,9.0,1000.0,3223.9,852.0,1300.0,3000.0,50,1000.0,1000.0,325.38,354.62,109.97,69.17,103.89,309.93,549.88,,345.85,61.98,71.27,,519.48,356.37,518.0,355.0,12,2.0,4.0,0.0,0.156301087833759,0.0,0.0,0.0
2990,201403,1,0.0,321.0,1208.0,,471.0,,1208.0,39,1208.0,1208.0,,,,,56.42,,,76.13,,,,244.57,180.17,,179.0,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
2991,201405,0,42.0,11.0,1000.0,234.86,1446.0,,1000.0,34,1000.0,1000.0,430.96,514.36,33.7,52.84,104.75,206.93,235.91,95.97,182.59,80.97,127.76,155.96,231.85,422.83,227.0,418.0,12,8.0,12.0,10.0,-0.30845333657335,0.0,12.0,0.0
2992,201405,1,169.0,225.0,800.0,1301.0,225.0,,800.0,29,800.0,800.0,,,,,,,,119.55,,,,836.85,,,,,12,0.0,0.0,0.0,-0.411786729965823,3.0,0.0,0.0
2994,201407,0,59.0,168.0,1699.62,558.72,824.0,1649.43,600.0,78,600.0,1749.81,238.08,624.3,32.85,,54.74,,110.07,65.91,,,84.71,317.47,210.94,406.64,197.0,316.0,12,2.0,3.0,0.0,0.721630021341369,0.0,0.0,0.0
2996,201407,1,4.0,32.0,5672.49,1006.71,699.0,,2396.87,35,2396.87,3429.33,374.29,646.52,160.82,93.46,105.61,475.04,514.8,97.52,289.91,119.64,121.76,448.88,271.88,488.86,269.0,487.0,12,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
2997,201409,1,0.0,47.0,,523.55,760.0,750.0,750.0,21,750.0,750.0,887.88,762.89,,58.96,103.96,,,,387.71,,823.21,,235.93,1135.15,234.0,1085.0,12,1.0,1.0,0.0,-0.690749137734589,0.0,0.0,0.0
2998,201405,0,5.0,36.0,150.0,1141.12,475.0,,150.0,39,150.0,150.0,,,15.32,65.61,199.44,111.92,45.97,79.98,186.91,22.38,,399.91,552.43,,549.0,,3,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
2999,201402,1,107.0,134.0,9413.37,928.9,956.0,,2900.69,65,2900.69,5111.99,382.79,306.27,117.11,,,,661.06,,,,128.33,,,606.78,,408.0,12,6.0,7.0,0.0,0.534878115446101,1.0,0.0,0.0
3000,201401,1,79.0,-40.0,3200.0,672.55,1214.0,1000.0,1000.0,55,1000.0,1800.0,330.9,852.37,105.55,63.96,216.35,726.44,309.61,75.64,179.91,145.9,141.59,234.95,611.5,323.53,589.0,279.0,12,7.0,12.0,1.0,0.219380082347677,0.0,4.0,0.0
3001,201406,0,0.0,79.0,250.0,1174.36,630.0,1400.0,250.0,27,250.0,1650.0,70.0,146.65,47.19,78.97,97.87,68.94,330.33,,235.93,13.78,29.63,,621.37,237.04,454.0,157.0,8,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
3004,201407,1,62.0,130.0,1400.0,3030.2,342.0,700.0,700.0,63,700.0,1400.0,,,10.63,,37.74,,74.41,,,,,,264.18,,178.0,,12,0.0,0.0,0.0,0.412255795406189,0.0,0.0,0.0
3005,201403,0,21.0,194.0,11129.6,2072.03,2556.0,2050.0,3000.0,45,3000.0,7100.0,257.16,171.44,107.97,,63.58,,431.89,,,,,,317.91,,317.0,,12,5.0,7.0,7.0,-0.0304781166421273,0.0,11.0,28.0
3006,201407,0,,1169.0,5100.0,,3152.0,3200.0,1000.0,66,1000.0,2000.0,,,,,,,,,,,,,,,,,12,4.0,5.0,9.0,0.534878115446101,,11.0,42.0
3007,201405,0,77.0,187.0,1000.0,602.21,578.0,,1000.0,26,1000.0,1000.0,0.0,108.86,29.99,,39.98,,29.99,47.97,,,84.56,95.95,39.98,169.12,38.0,169.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
3008,201403,1,157.0,9.0,1107.03,227.86,174.0,,1107.03,42,1107.03,1107.03,,,,106.26,,,,,432.06,,,,,,,,12,0.0,0.0,0.0,-0.0737564789495467,3.0,0.0,0.0
3009,201408,1,14.0,152.0,3191.93,956.66,1398.0,1191.93,4000.0,58,2000.0,6767.72,600.51,944.34,108.15,55.62,95.13,,434.87,77.17,262.9,,77.31,161.96,425.86,311.98,420.0,309.0,10,7.0,12.0,8.0,0.357323965312407,0.0,10.0,0.0
3010,201406,0,51.0,31.0,3200.0,572.06,1899.0,1500.0,2000.0,50,2000.0,2000.0,311.27,1082.56,71.75,24.99,19.84,242.97,717.5,31.99,49.99,121.48,,159.97,158.72,,105.0,,12,6.0,12.0,12.0,0.156301087833759,0.0,12.0,14.0
3012,201402,1,169.0,-27.0,1854.56,750.0,164.0,927.28,927.28,48,927.28,,,,,79.98,,311.43,,,159.97,44.49,,,,,,,12,0.0,0.0,0.0,0.079926420595367,3.0,0.0,0.0
3013,201407,0,0.0,848.0,1600.0,,4917.0,3173.12,400.0,44,400.0,1200.0,,,,,,,,,,,,,,,,,4,11.0,11.0,8.0,-0.059298901120992,0.0,11.0,66.0
3014,201401,0,18.0,-39.0,500.0,1463.44,2243.0,,250.0,57,250.0,,272.87,413.04,62.84,27.49,68.01,129.96,502.72,,54.99,18.56,67.24,,467.74,396.79,393.0,324.0,6,6.0,10.0,6.0,0.319424920164188,0.0,11.0,16.0
3015,201405,0,18.0,-73.0,3000.0,2775.06,4843.0,,3000.0,53,3000.0,3000.0,635.23,1424.18,,95.56,82.77,331.57,,,477.82,63.97,341.35,,253.89,1340.96,252.0,1256.0,12,10.0,11.0,9.0,0.219380082347677,0.0,12.0,79.0
3016,201405,0,0.0,34.0,2000.0,585.51,619.0,1800.0,2900.0,29,1000.0,2800.0,161.18,243.67,161.93,196.53,313.62,787.95,587.82,63.18,921.71,164.28,72.25,315.94,798.26,578.0,792.0,369.0,10,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
3017,201403,0,25.0,-45.0,11485.89,,2609.0,6000.0,2500.0,74,2500.0,5688.18,797.17,1873.92,,,315.89,493.43,,33.61,,70.49,239.23,268.88,1222.46,783.41,1000.0,611.0,12,8.0,12.0,4.0,0.721630021341369,0.0,12.0,19.0
3018,201403,0,23.0,49.0,1430.0,2440.02,3771.0,1000.0,1430.0,75,1430.0,3430.0,371.72,447.62,,45.98,,59.98,,,45.98,29.99,189.97,,,739.82,,590.0,12,6.0,8.0,5.0,0.721630021341369,0.0,7.0,41.0
3019,201405,0,0.0,336.0,1387.93,,569.0,1575.86,600.0,55,600.0,600.0,,,,,191.58,,,25.99,,,36.92,25.99,1255.32,109.74,951.0,91.0,4,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
3020,201404,0,26.0,44.0,1500.0,1534.48,2231.0,1500.0,1500.0,55,1500.0,1500.0,299.54,316.05,14.99,8.99,29.98,129.98,59.98,27.47,35.98,32.49,124.04,106.95,119.98,621.83,118.0,616.0,12,11.0,11.0,12.0,0.219380082347677,0.0,12.0,24.0
3021,201406,0,10.0,68.0,1468.13,209.88,281.0,,1468.13,29,1468.13,1468.13,,,125.36,113.48,,77.96,220.74,67.49,201.12,38.98,,67.49,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
3022,201408,0,24.0,-23.0,2980.86,5246.69,2847.0,2000.0,4580.86,57,1280.86,3480.86,373.76,434.67,17.14,,,135.08,119.98,83.15,,57.86,31.71,325.54,,191.62,,156.0,12,12.0,12.0,10.0,0.319424920164188,0.0,11.0,33.0
3023,201401,1,0.0,62.0,2135.1,1227.24,1062.0,1067.55,1067.55,33,1067.55,,502.0,475.28,48.78,29.99,74.47,184.92,213.96,88.12,149.98,57.95,65.55,404.07,339.93,327.87,337.0,324.0,12,10.0,12.0,0.0,-0.354107585360257,0.0,0.0,0.0
3024,201408,0,34.0,-51.0,1000.0,0.0,1172.0,2000.0,1000.0,47,1000.0,1000.0,333.79,438.61,59.97,32.13,50.93,215.33,339.85,40.51,140.97,58.19,37.96,190.26,296.03,265.72,211.0,169.0,12,9.0,12.0,1.0,0.079926420595367,0.0,3.0,0.0
3025,201402,1,23.0,102.0,4840.0,702.03,963.0,2000.0,1100.0,39,1100.0,3020.0,100.5,171.18,65.74,,61.48,,333.02,103.98,,,160.59,519.93,245.94,822.63,245.0,654.0,9,3.0,7.0,0.0,-0.231735369185606,0.0,0.0,0.0
3026,201405,0,16.0,241.0,5130.0,1820.1,1694.0,3200.0,2000.0,52,2000.0,4400.0,421.12,470.24,33.98,,202.57,,67.96,47.18,,,172.97,235.94,776.78,411.28,684.0,407.0,12,11.0,12.0,12.0,0.156301087833759,0.0,12.0,7.0
3027,201409,0,26.0,10.0,5000.0,,1123.0,11000.0,6000.0,54,3000.0,3000.0,347.12,437.95,36.78,94.61,22.66,,183.93,40.38,662.27,,92.5,201.94,67.99,375.91,67.0,374.0,12,11.0,12.0,0.0,0.219380082347677,0.0,1.0,0.0
3028,201403,0,18.0,24.0,2000.0,470.46,791.0,,2000.0,27,2000.0,2000.0,760.19,843.9,222.87,256.06,499.78,237.89,396.83,399.77,533.84,131.93,417.34,612.68,926.65,881.73,916.0,871.0,12,1.0,2.0,0.0,-0.411786729965823,0.0,0.0,0.0
3029,201406,1,97.0,31.0,1400.0,401.88,1161.0,,1400.0,38,1400.0,1400.0,913.59,1297.43,87.3,,27.48,121.92,698.4,,,40.64,190.76,,54.96,704.31,54.0,608.0,12,12.0,12.0,2.0,-0.231735369185606,1.0,2.0,0.0
3030,201401,1,156.0,204.0,5440.72,702.61,1244.0,2711.02,1111.02,75,1111.02,1632.52,410.43,420.08,43.59,,55.3,,175.95,,,,9.99,,335.83,49.99,331.0,49.0,12,10.0,11.0,4.0,0.721630021341369,3.0,5.0,0.0
3032,201407,0,0.0,11.0,1200.0,1407.12,2027.0,,2700.0,57,1200.0,1200.0,599.83,636.41,49.78,28.59,132.29,59.99,248.93,43.32,142.97,29.99,175.28,129.97,431.89,751.15,428.0,643.0,10,12.0,12.0,10.0,0.319424920164188,0.0,11.0,13.0
3033,201404,0,,1075.0,4209.9,,3043.0,3000.0,1000.0,44,1000.0,1000.0,,,,,,,,,,,,,,,,,12,0.0,0.0,12.0,-0.059298901120992,,12.0,45.0
3034,201405,0,16.0,3.0,2100.0,262.28,1028.0,1900.0,500.0,41,500.0,1300.0,424.41,615.23,91.79,120.47,80.02,226.91,235.93,24.39,442.02,71.15,106.62,121.95,343.62,428.78,286.0,339.0,6,8.0,10.0,0.0,-0.133343746407103,0.0,0.0,0.0
3036,201404,0,46.0,36.0,264.0,546.58,428.0,250.0,264.0,55,264.0,264.0,,,,54.16,47.3,55.98,,9.99,266.68,27.99,,9.99,113.94,,112.0,,3,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
